iter	Logloss
279	0.001132660031
280	0.001132657647
281	0.001132643223
282	0.001132650256
283	0.001132661581
284	0.001122735739
285	0.001122743607
286	0.001122701883
287	0.001122715712
288	0.001122714043
289	0.001122702122
290	0.001114741802
291	0.001114769459
292	0.001107721448
293	0.001107708693
294	0.00110772121
295	0.001107702732
296	0.001107702732
297	0.001107698321
298	0.001107699275
299	0.001107704282
300	0.001107704282
301	0.001107680798
302	0.001107650042
303	0.001107650042
304	0.001107674956
305	0.001107663631
306	0.001107680321
307	0.001107653141
308	0.001107645392
309	0.001107640386
310	0.001107630968
311	0.001107651949
312	0.001107641578
313	0.001107618332
314	0.001107634187
315	0.001100511074
316	0.001100484371
317	0.001100485563
318	0.001100492239
319	0.001100478172
320	0.001100475311
321	0.001100466609
322	0.001100481749
323	0.00110046649
324	0.001100462079
325	0.001100465417
326	0.001100465894
327	0.001100459695
328	0.001100453377
329	0.0011004498
330	0.00108821094
331	0.001088205218
332	0.00108819294
333	0.001088180542
334	0.001088171482
335	0.001088178277
336	0.001088175058
337	0.001088174105
338	0.001077820301
339	0.001077820778
340	0.001067275286
341	0.001063115597
342	0.001063123465
343	0.00106312418
344	0.001063117743
345	0.001063123465
346	0.001063128948
347	0.001063084126
348	0.001063079596
349	0.00106306386
350	0.001063072443
351	0.001063072443
352	0.001063049912
353	0.001063057184
354	0.001063056469
355	0.001063047409
356	0.001063062906
357	0.00106305337
358	0.001063047171
359	0.001063042164
360	0.001063042164
361	0.001063039899
362	0.001063030839
363	0.001063023686
364	0.001063033342
365	0.00106301713
366	0.001054468393
367	0.001045119762
368	0.001045119762
369	0.001045125723
370	0.001045117617
371	0.001045105338
372	0.001037441373
373	0.001037440062
374	0.001037441254
375	0.001037440181
376	0.001037399292
377	0.001037399292
378	0.001037407637
379	0.001037395239
380	0.001037400246
381	0.00103737855
382	0.001037390351
383	0.001037364483
384	0.001037358284
385	0.001037346363
386	0.001037347198
387	0.001037368655
388	0.001036339045
389	0.001036329746
390	0.001036329746
391	0.001036311626
392	0.001036308885
393	0.001036298275
394	0.001036309719
395	0.001036280751
396	0.001036280751
397	0.00103629446
398	0.0010362674
399	0.001026433825
400	0.001026429892
401	0.001026415229
402	0.00102641356
403	0.001017651558
404	0.001017655969
405	0.001017653584
406	0.001017644644
407	0.001017665148
408	0.00101764369
409	0.001017628431
410	0.001017619371
411	0.00101279223
412	0.00101278019
413	0.001012779474
414	0.001012783051
415	0.001012754083
416	0.001012748599
417	0.001012744427
418	0.001012760878
419	0.001012740374
420	0.001012726545
421	0.00101271224
422	0.001012700558
423	0.001012683868
424	0.001012688875
425	0.001012667775
426	0.001012632132
427	0.001012619019
428	0.001012608528
429	0.001012595177
430	0.00101259625
431	0.001012588859
432	0.001012586474
433	0.001012551665
434	0.001012531638
435	0.001012523413
436	0.00101251936
437	0.001012502193
438	0.001012481928
439	0.001012464523
440	0.001012475967
441	0.001012461185
442	0.001012457967
443	0.001012450457
444	0.001012441278
445	0.001012432098
446	0.001012399912
447	0.001012404919
448	0.001012378454
449	0.001012351274
450	0.001012348652
451	0.001012334228
452	0.001012349367
453	0.001012344122
454	0.001012328863
455	0.001012316585
456	0.001012302637
457	0.001012299895
458	0.001012285471
459	0.001012263179
460	0.001012248635
461	0.001012260318
462	0.00101224947
463	0.001012250185
464	0.001012239814
465	0.001012224793
466	0.001012206793
467	0.001012201786
468	0.001012155175
469	0.001012141466
470	0.001012129664
471	0.001012125015
472	0.001012103558
473	0.001012094259
474	0.001012088299
475	0.001012064815
476	0.001012025356
477	0.001012046099
478	0.001012005568
479	0.00101199615
480	0.001011995435
481	0.001011998415
482	0.001011981726
483	0.001011984587
484	0.001011965156
485	0.001011957288
486	0.001011937857
487	0.00101193881
488	0.001011920333
489	0.001011904716
490	0.001011880159
491	0.001011877179
492	0.001011864543
493	0.001011852741
494	0.001011838913
495	0.001011827707
496	0.001011834979
497	0.00101180625
498	0.001011770606
499	0.001011761189
500	0.001011748075
501	0.001011738539
502	0.001011688709
503	0.001011655331
504	0.001011662483
505	0.001011628032
506	0.001011594176
507	0.001011560917
508	0.001011557341
509	0.001011532903
510	0.001011535048
511	0.001011515856
512	0.001011511564
513	0.001011503816
514	0.001011468649
515	0.001011461496
516	0.001011446238
517	0.001011438608
518	0.001011419773
519	0.001011401892
520	0.001011366367
521	0.001011367321
522	0.001011353493
523	0.001011334896
524	0.001011309862
525	0.00101130414
526	0.001011299253
527	0.00101127851
528	0.001011251688
529	0.001011237144
530	0.001011235833
531	0.001011206388
532	0.001011188507
533	0.001011180878
534	0.001011173606
535	0.001011143923
536	0.001011137247
537	0.001011118054
538	0.001011096239
539	0.001011077285
540	0.001011065245
541	0.001011049986
542	0.001011049867
543	0.001011013031
544	0.001011004567
545	0.001010988235
546	0.001010968208
547	0.001010976315
548	0.001010964751
549	0.001010926962
550	0.001010919452
551	0.001010889769
552	0.001010871649
553	0.001010841608
554	0.001010837078
555	0.00101081717
556	0.001010817766
557	0.001010792375
558	0.001010778308
559	0.001010768414
560	0.001010744095
561	0.00101073873
562	0.00101071763
563	0.001010700226
564	0.001010663748
565	0.001010659218
566	0.001010654449
567	0.001010629892
568	0.001010612249
569	0.001010590076
570	0.001010575294
571	0.001010562897
572	0.001010541439
573	0.001010536909
574	0.001010499001
575	0.001010499001
576	0.001010486126
577	0.001010473251
578	0.001010469913
579	0.001010440111
580	0.001010419369
581	0.001010404348
582	0.001010400653
583	0.001010377169
584	0.001010368824
585	0.001010359287
586	0.001010338068
587	0.001010310411
588	0.001010298967
589	0.001010301352
590	0.001010278583
591	0.001010274053
592	0.001010257244
593	0.00101025033
594	0.001010241747
595	0.00101024127
596	0.00101021266
597	0.0010102247
598	0.001010223508
599	0.001010215163
600	0.001010195971
601	0.001010202885
602	0.001010179758
603	0.001010181546
604	0.00101018095
605	0.001010166168
606	0.001010153055
607	0.001010143399
608	0.001010153294
609	0.001010128975
610	0.001010120034
611	0.001010134935
612	0.001010109425
613	0.001010098457
614	0.001010091186
615	0.001010077953
616	0.001010065079
617	0.001010083437
618	0.001010070324
619	0.001010036588
620	0.001010047555
621	0.001010053992
622	0.001010017157
623	0.00101002574
624	0.001010013342
625	0.001010030031
626	0.001010006785
627	0.001009978652
628	0.001009987473
629	0.001009990573
630	0.001009971619
631	0.001009967566
632	0.001009961486
633	0.001009955168
634	0.001009938717
635	0.001009934187
636	0.001009931803
637	0.001009907126
638	0.001009925842
639	0.001009908438
640	0.001009890556
641	0.001009881258
642	0.001009883881
643	0.001009865522
644	0.001009864569
645	0.001009853482
646	0.00100984025
647	0.001009845495
648	0.001009838939
649	0.001009834766
650	0.00100982058
651	0.001009803057
652	0.001009802341
653	0.001009790301
654	0.001009793758
655	0.001009774923
656	0.001009773612
657	0.00100976181
658	0.00100976634
659	0.001009746432
660	0.0010097332
661	0.00100972724
662	0.001009735107
663	0.001009725571
664	0.001009708643
665	0.001009705305
666	0.00100969553
667	0.00100969553
668	0.001009664655
669	0.001009675145
670	0.001009661198
671	0.001009657025
672	0.001009644866
673	0.001009634733
674	0.001009631991
675	0.001009623766
676	0.001009608984
677	0.001009599566
678	0.001009595156
679	0.001009589672
680	0.001009587526
681	0.001009580374
682	0.001009569168
683	0.001009566307
684	0.00100955224
685	0.001009550571
686	0.001009552002
687	0.00100953722
688	0.001009518147
689	0.001009527445
690	0.001009518981
691	0.001009516954
692	0.001009510994
693	0.001009498477
694	0.001009499788
695	0.001009475946
696	0.001009462953
697	0.001009445906
698	0.001009455681
699	0.001009443879
700	0.001009417772
701	0.001009432673
702	0.001009417653
703	0.001009420395
704	0.001009409666
705	0.001009384871
706	0.001009392738
707	0.001009370923
708	0.001009377837
709	0.001009366512
710	0.001009374022
711	0.001009338856
712	0.001009340286
713	0.001009333372
714	0.001009329438
715	0.001009320617
716	0.001009304762
717	0.001009306192
718	0.001009294987
719	0.001009293795
720	0.00100929153
721	0.001009279013
722	0.001009269714
723	0.001009265184
724	0.001009269118
725	0.001009256959
726	0.001009241581
727	0.001009221315
728	0.001009209514
729	0.001009218931
730	0.001009203792
731	0.001009209633
732	0.001009199619
733	0.001009190917
734	0.00100916481
735	0.001009166479
736	0.001009153008
737	0.001009140611
738	0.00100914526
739	0.001009150863
740	0.001009125233
741	0.001009140968
742	0.001009132743
743	0.00100912106
744	0.001009097099
745	0.00100910449
746	0.001009081244
747	0.001009075642
748	0.001009063244
749	0.00100906992
750	0.001009058118
751	0.001009051442
752	0.001009025812
753	0.001009028792
754	0.001009020925
755	0.001009021282
756	0.001009005547
757	0.00100898993
758	0.001008994818
759	0.001008978128
760	0.001008982539
761	0.001008954167
762	0.001008971691
763	0.001008949518
764	0.001008932829
765	0.001008945465
766	0.001008919239
767	0.00100891614
768	0.001008902788
769	0.001008905172
770	0.001008900642
771	0.001008905649
772	0.00100888598
773	0.001008853078
774	0.001008856058
775	0.00100884223
776	0.001008837104
777	0.001008826256
778	0.00100882411
779	0.001008775353
780	0.001008772254
781	0.001008751154
782	0.001008746147
783	0.001008745551
784	0.001008713722
785	0.001008696198
786	0.001008655906
787	0.001008665085
788	0.001008620739
789	0.001008581758
790	0.001008560181
791	0.001008545399
792	0.001008550763
793	0.00100854671
794	0.001008538723
795	0.001008544207
796	0.001008524776
797	0.001008521795
798	0.001008507967
799	0.001008504391
800	0.001008490682
801	0.001008457065
802	0.001008450985
803	0.001008435011
804	0.0010084306
805	0.001008438468
806	0.001008423805
807	0.001008419037
808	0.001008413315
809	0.001008400559
810	0.001008397818
811	0.001008400559
812	0.001008386374
813	0.001008375406
814	0.001008371115
815	0.001008362532
816	0.001008352518
817	0.001008344889
818	0.001008331776
819	0.00100832963
820	0.001008334875
821	0.001008309603
822	0.001008306503
823	0.001008311272
824	0.001008280277
825	0.001008290052
826	0.0010082829
827	0.001008271933
828	0.001008260965
829	0.001008252144
830	0.001008241892
831	0.001008241057
832	0.001008218169
833	0.001008226395
834	0.001008225679
835	0.001008196831
836	0.001008199692
837	0.001008174062
838	0.001008180857
839	0.001008172274
840	0.001008165121
841	0.001008178711
842	0.00100816679
843	0.001008148313
844	0.001008144498
845	0.001008141994
846	0.001008123994
847	0.001008117437
848	0.00100810504
849	0.001008088231
850	0.001008098602
851	0.001008080721
852	0.001008075476
853	0.001008072734
854	0.001008055091
855	0.00100805521
856	0.001008041143
857	0.001008037567
858	0.001008028984
859	0.00100801754
860	0.001008030415
861	0.001008021832
862	0.001007996798
863	0.00100800252
864	0.001007968664
865	0.001007974386
866	0.001007968068
867	0.001007969856
868	0.001007958412
869	0.001007937074
870	0.001007947206
871	0.001007939696
872	0.001007941484
873	0.001007915378
874	0.001007915139
875	0.001007924199
876	0.001007899404
877	0.001007894039
878	0.001007886648
879	0.001007886052
880	0.001007874966
881	0.001007861972
882	0.001007855892
883	0.001007851005
884	0.001007829309
885	0.001007836699
886	0.001007833242
887	0.001007809758
888	0.001007801414
889	0.001007788181
890	0.001007781506
891	0.001007787704
892	0.001007775187
893	0.001007761478
894	0.001007745743
895	0.001007750273
896	0.001007741928
897	0.001007741928
898	0.001007727861
899	0.001007719398
900	0.001007713079
901	0.001007692814
902	0.001007706285
903	0.001007683635
904	0.001007694006
905	0.001007677078
906	0.0010076648
907	0.001007659793
908	0.001007650137
909	0.001007642269
910	0.001007638216
911	0.001007643223
912	0.001007643223
913	0.001007643223
914	0.001007643223
915	0.001007643223
916	0.001007643223
917	0.001007643223
918	0.001007643223
919	0.001007643223
920	0.001007643223
921	0.001007643223
922	0.001007643223
923	0.001007643223
924	0.001007643223
925	0.001007643223
926	0.001007643223
927	0.001007643223
928	0.001007643223
929	0.001007643223
930	0.001007643223
931	0.001007643223
932	0.001007643223
933	0.001007643223
934	0.001007643223
935	0.001007643223
936	0.001007643223
937	0.001007643223
938	0.001007643223
939	0.001007643223
940	0.001007643223
941	0.001007643223
942	0.001007643223
943	0.001007643223
944	0.001007643223
945	0.001007643223
946	0.001007643223
947	0.001007643223
948	0.001007643223
949	0.001007643223
950	0.001007643223
951	0.001007643223
952	0.001007643223
953	0.001007643223
954	0.001007643223
955	0.001007643223
956	0.001007643223
957	0.001007643223
958	0.001007643223
959	0.001007643223
960	0.001007643223
961	0.001007643223
962	0.001007643223
963	0.001007643223
964	0.001007643223
965	0.001007643223
966	0.001007643223
967	0.001007643223
968	0.001007643223
969	0.001007643223
970	0.001007643223
971	0.001007643223
972	0.001007643223
973	0.001007643223
974	0.001007643223
975	0.001007643223
976	0.001007643223
977	0.001007643223
978	0.001007643223
979	0.001007643223
980	0.001007643223
981	0.001007643223
982	0.001007643223
983	0.001007643223
984	0.001007643223
985	0.001007643223
986	0.001007643223
987	0.001007643223
988	0.001007643223
989	0.001007643223
990	0.001007643223
991	0.001007643223
992	0.001007643223
993	0.001007643223
994	0.001007643223
995	0.001007643223
996	0.001007643223
997	0.001007643223
998	0.001007643223
999	0.001007643223
